130|Trên đường bộ (trừ đường cao tốc) ngoài khu vực đông dân cư, đường đôi, đường một chiều có từ hai làn xe cơ giới trở lên, loại xe nào dưới đây tham gia giao thông với tốc độ tối đa cho phép là 80 km/h?|Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3,5 tấn (trừ ô tô xi téc).|Xe ô tô chở người đến 28 chỗ không kể chỗ của người lái xe (trừ xe buýt), ô tô tải có trọng tải không lớn hơn 3,5 tấn.|Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa, ô tô trộn bê tông lưu động).|||1|1|0|107|130|1|1|1|1||Ngoài khu vực đông dân cư, đường đôi: xe trên 28 chỗ, xe tải trên 3,5 tấn tốc độ tối đa 80 km/h.
131|Trên đường bộ (trừ đường cao tốc) ngoài khu vực đông dân cư, đường đôi, đường một chiều có từ hai làn xe cơ giới trở lên, loại xe nào dưới đây tham gia giao thông với tốc độ tối đa cho phép là 70 km/h?|Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa, ô tô trộn bê tông lưu động).|Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3,5 tấn (trừ ô tô xi téc).|Ô tô kéo rơ moóc; ô tô kéo xe khác; ô tô trộn vữa, ô tô trộn bê tông lưu động, ô tô xi téc, ô tô đầu kéo kéo sơ mi rơ moóc xi téc, ô tô kéo theo rơ moóc xi téc.|||1|1|0|108|131|1|1|1|1||Ngoài khu vực đông dân cư, đường đôi: xe buýt, xe đầu kéo tốc độ tối đa 70 km/h.
132|Trên đường bộ (trừ đường cao tốc) ngoài khu vực đông dân cư, đường đôi, đường một chiều có từ hai làn xe cơ giới trở lên, loại xe nào dưới đây tham gia giao thông với tốc độ tối đa cho phép là 60 km/h?|Ô tô kéo rơ moóc; ô tô kéo xe khác; ô tô trộn vữa, ô tô trộn bê tông lưu động, ô tô xi téc, ô tô đầu kéo kéo sơ mi rơ moóc xi téc, ô tô kéo theo rơ moóc xi téc.|Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3,5 tấn (trừ ô tô xi téc).|Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa, ô tô trộn bê tông lưu động).|||1|1|0|109|132|1|1|1|1||Ngoài khu vực đông dân cư, đường đôi: ô tô kéo rơ moóc, ô tô trộn vữa, ô tô trộn bê tông tốc độ tối đa 60 km/h.
133|Trên đường bộ (trừ đường cao tốc) ngoài khu vực đông dân cư đường hai chiều, đường một chiều có một làn xe cơ giới, loại xe nào dưới đây tham gia giao thông với tốc độ tối đa cho phép là 80 km/h?|Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3,5 tấn trừ ô tô xi téc).|Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa, ô tô trộn bê tông lưu động).|Xe ô tô chở người đến 28 chỗ không kể chỗ của người lái xe (trừ xe buýt), ô tô tải có trọng tải không lớn hơn 3,5 tấn.|||4|1|0|110|133|1|1|1|1||Ngoài khu vực đông dân cư, đường hai chiều: ô tô con, tải nhỏ hơn 3,5 tấn, xe ô tô đến 28 chỗ tốc độ tối đa 80 km/h.
134|Trên đường bộ (trừ đường cao tốc) ngoài khu vực đông dân cư, đường hai chiều, đường một chiều có một làn xe cơ giới, loại xe nào dưới đây tham gia giao thông với tốc độ tối đa cho phép là 70 km/h?|1-Xe ô tô chở người đến 28 chỗ không kể chỗ của người lái xe (trừ xe buýt), ô tô tải có trọng tải không lớn hơn 3,5 tấn|Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3,5 tấn (trừ ô tô xi téc).|Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa, ô tô trộn bê tông lưu động).|||2|1|0|111|134|1|1|1|1||Ngoài khu vực đông dân cư, đường hai chiều: xe trên 28 chỗ, xe tải trên 3,5 tấn tốc độ tối đa 70 km/h.
135|Trên đường bộ (trừ đường cao tốc) ngoài khu vực đông dân cư, đường hai chiều; đường một chiều có một làn xe cơ giới, loại xe nào dưới đây tham gia giao thông với tốc độ tối đa cho phép là 60 km/h?|Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3,5 tấn (trừ ô tô xi téc).|Ô tô kéo rơ moóc; ô tô kéo xe khác; ô tô trộn vữa, ô tô trộn bê tông lưu động, ô tô xi téc, ô tô đầu kéo kéo sơ mi rơ moóc xi téc, ô tô kéo theo rơ moóc xi téc.|Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa, ô tô trộn bê tông lưu động).|||4|1|0|112|135|1|1|1|1||Ngoài khu vực đông dân cư, đường hai chiều: xe buýt, xe đầu kéo tốc độ tối đa 60 km/h.
136|Trên đường bộ (trừ đường cao tốc) ngoài khu vực đông dân cư, đường hai chiều, đường một chiều có một làn xe cơ giới loại xe nào dưới đây tham gia giao thông với tốc độ tối đa cho phép là 50 km/h?|Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3,5 tấn (trừ ô tô xi téc).|Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa, ô tô trộn bê tông lưu động).|Ô tô kéo rơ moóc; ô tô kéo xe khác; ô tô trộn vữa, ô tô trộn bê tông lưu động, ô tô xi téc, ô tô đầu kéo kéo sơ mi rơ moóc xi téc, ô tô kéo theo rơ moóc xi téc.|||4|1|0|113|136|1|1|1|1||Ngoài khu vực đông dân cư, đường hai chiều: ô tô kéo rơ moóc, ô tô trộn vữa, ô tô trộn bê tông tốc độ tối đa 50 km/h.
137|Khi điều khiển xe tham gia giao thông trên đoạn đường bộ không có biển báo “Cự ly tối thiểu giữa hai xe”, với điều kiện mặt đường khô ráo, không có sương mù, mặt đường không trơn trượt, địa hình bằng phẳng, đường thẳng, tầm nhìn bảo đảm, xe cơ giới đang chạy với tốc độ từ trên 60km/h đến 80km/h, người lái xe phải giữ khoảng cách an toàn với xe đang chạy liền trước cùng làn hoặc cùng phần đường, cùng chiều xe của mình tối thiểu là bao nhiêu mét?|35 mét.|55 mét.|70 mét.|||2|1|0|114|137|1|1|1|1||Khoảng cách an toàn: 60km/h: 35m; 60km/h đến 80km/h: 55m; 80 đến 100km/h: 70m; 100 đến 120km/h: 100m.
138|Khi điều khiển xe tham gia giao thông trên đoạn đường bộ không có biển báo “Cự ly tối thiểu giữa hai xe”, với điều kiện mặt đường khô ráo, không có sương mù, mặt đường không trơn trượt, địa hình bằng phẳng, đường thẳng, tầm nhìn bảo đảm, xe cơ giới đang chạy với tốc độ từ trên 80 km/h đến 100 km/h, người lái xe phải giữ khoảng cách an toàn với xe đang chạy liền trước tối thiểu là bao nhiêu mét?|55 mét.|70 mét|100 mét.|||2|1|0|115|138|1|1|1|1||Khoảng cách an toàn: 60km/h: 35m; 60km/h đến 80km/h: 55m; 80 đến 100km/h: 70m; 100 đến 120km/h: 100m.
139|Khi điều khiển xe tham gia giao thông trên đoạn đường bộ không có biển báo “Cự ly tối thiểu giữa hai xe”, với điều kiện mặt đường khô ráo, không có sương mù, mặt đường không trơn trượt, địa hình bằng phẳng, đường thẳng, tầm nhìn bảo đảm, xe cơ giới đang chạy với tốc độ từ trên 100 km/h đến 120 km/h, người lái xe phải giữ khoảng cách an toàn với xe đang chạy liền trước tối thiểu là bao nhiêu mét?|55 mét.|70 mét|100 mét.|||4|1|0|116|139|1|1|1|1||Khoảng cách an toàn: 60km/h: 35m; 60km/h đến 80km/h: 55m; 80 đến 100km/h: 70m; 100 đến 120km/h: 100m.
140|Khi điều khiển xe chạy với tốc độ dưới 60 km/h, người lái xe phải điều khiển xe như thế nào để đảm bảo khoảng cách an toàn với xe chạy liền trước xe mình?|Giữ, khoảng cách an toàn với xe đang chạy liền trước tối thiểu 45 mét.|Giữ,khoảng cách an toàn với xe đang chạy liền trước tối thiểu 50 mét.|Chủ động giữ khoảng cách an toàn phù hợp với xe chạy liền trước xe của mình; khoảng cách này tùy thuộc vào mật độ phương tiện, tình hình giao thông thực tể.|||4|1|73|117|140|1|1|1|1||Dưới 60 km/h: Chủ động giữ khoảng cách.
141|Người lái xe phải giảm tốc độ thấp hơn tốc độ tối đa cho phép đến mức cần thiết, chú ý quan sát và chuẩn bị sẵn sàng xử lý những tình huống có thể xảy ra để phòng ngừa tai nạn khi gặp biển báo hiệu nào dưới đây?|Gặp biển báo nguy hiểm và cảnh báo trên đường.|Gặp biển chỉ dẫn trên đường.|Gặp biển báo hết mọi lệnh cấm.|Gặp biển báo hết hạn chế tốc độ tối đa cho phép.||1|1|74|118|141|1|1|1|1||Giảm tốc độ, chú ý quan sát khi gặp biển báo nguy hiểm và cảnh báo trên đường.
167|Người lái xe buýt phải thực hiện các quy định nào dưới đây?|Phải hoạt động đúng tuyến, đúng lịch trình, thời gian được phép hoạt động và dừng xe, đỗ xe đúng nơi quy định.|Phải đón, trả hành khách theo thỏa thuận giữa hành khách và người lái xe nhưng phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ khi đón, trả hành khách.|Tất cả các ý nêu trên.|||1|2|0|0|0|1|1|1|1||Xe buýt phải hoạt động đúng tuyến.
168|Người lái xe ô tô vận chuyển hành khách phải thực hiện các quy định nào dưới đây?|Đón, trả hành khách đúng nơi quy định; hướng dẫn sử dụng trang thiết bị an toàn trên xe; có biện pháp giữ gìn vệ sinh trong xe; không chở hàng hóa trong khoang chở hành khách.|Vận chuyển hành khách đúng lịch trình, lộ trình đã đăng ký, trừ trường hợp bất khả kháng; không chở hành khách trên nóc xe, trong khoang chở hành lý hoặc để hành khách đu, bám bên ngoài xe;|Tất cả các ý nêu trên.|||4|2|0|0|0|1|1|1|1||Khoản 1 Điều 45 Luật TTATGTĐB
169|Người lái xe ô tô vận chuyển hành khách phải thực hiện các trách nhiệm nào dưới đây?|Trước khi cho xe khởi hành phải kiểm tra các điều kiện bảo đảm an toàn của xe, hướng dẫn cho hành khách về an toàn giao thông đường bộ và thoát hiểm khi gặp sự cố.|Kiểm tra việc sắp xếp, chằng buộc hành lý, hàng hóa bảo đảm an toàn; giữ gìn trật tự, vệ sinh trong xe.|Cả ý 1 và ý 2|Đón trả khách tại vị trí do khách hàng yêu cầu.||4|2|0|0|0|1|1|1|1||Không thể luôn đón trả khách tại vị trí do khách hàng yêu cầu nên ý 1 và ý 2 đúng.
170|Thời gian làm việc của người lái xe ô tô không được lái xe liên tục quá bao nhiêu giờ trong trường hợp nào dưới đây?|Không quá 4 giờ.|Không quá 6 giờ.|Không quá 8 giờ.|Liên tục tùy thuộc vào sức khỏe và khả năng của người lái xe.||1|2|0|0|0|1|1|1|1||Không được lái xe liên tục quá 4 giờ.
171|Thời gian làm việc trong một ngày của người lái xe ô tô không được vượt quá bao nhiêu giờ trong các trường hợp dưới đây?|Không quá 8 giờ.|Không quá 10 giờ.|Không quá 12 giờ.|Không hạn chế tùy thuộc vào sức khỏe và khả năng của người lái xe.||2|2|0|0|0|1|1|1|1||Mỗi ngày không được làm việc quá 10 giờ.
172|Thời gian làm việc trong một tuần của người lái xe ô tô không được vượt quá bao nhiêu giờ trong các trường hợp dưới đây?|Không quá 32 giờ.|Không quá 36 giờ.|Không quá 40 giờ.|Không quá 48 giờ.||8|2|0|0|0|1|1|1|1||Một tuần không làm việc quá 48 giờ.
173|Xe ô tô kinh doanh vận tải chở trẻ em mầm non, học sinh phải đáp ứng các yêu cầu nào dưới đây?|Có thiết bị ghi nhận hình ảnh trẻ em mầm non, học sinh và thiết bị có chức năng cảnh báo, chống bỏ quên trẻ em trên xe; có niên hạn sử dụng không quá 20 năm; có màu sơn màu vàng.|Có dây đai an toàn phù hợp với lứa tuổi hoặc sử dụng xe có ghế ngồi phù hợp với lứa tuổi theo quy định của pháp luật.|Có thiết bị ghi nhận hình ảnh trẻ em mầm non, học sinh và thiết bị có chức năng cảnh báo, chống bỏ quên trẻ em trên xe; có niên hạn sử dụng không quá 25 năm; có màu sơn màu đỏ.|Cả ý 1 và ý 2.||8|2|0|0|0|1|1|1|1||Xe chở trẻ em mầm non cần phải có thiết bị ghi nhận hình ảnh và dây đai an toàn.
174|Người lái xe ô tô kinh doanh vận tải vận chuyển hàng hóa phải thực hiện các quy định nào dưới đây?|Kiểm tra các điều kiện bảo đảm an toàn của xe trước khi tham gia giao thông đường bộ; kiểm tra việc sắp xếp hàng hóa bảo đảm an toàn; chở hàng hóa vượt quá khối lượng cho phép hoặc vượt quá khổ giới hạn của xe; hàng hóa vận chuyển trên xe phải được sắp xếp gọn gàng, chằng buộc chắc chắn, bảo đảm an toàn theo quy định.|Kiểm tra các điều kiện bảo đảm an toàn của xe trước khi tham gia giao thông đường bộ; kiểm tra việc sắp xếp hàng hóa bảo đảm an toàn; không chở hàng hóa vượt quá khối lượng cho phép hoặc vượt quá khổ giới hạn của xe; hàng hóa vận chuyển trên xe phải được sắp xếp gọn gàng, chằng buộc chắc chắn, bảo đảm an toàn theo quy định.|Tất cả các ý trên.|||2|2|0|0|0|1|1|1|1||Không chở hàng hóa vượt quá khối lượng cho phép hoặc vượt quá khổ giới hạn của xe.
175|Khi vận chuyển hàng hoá xếp vượt phía trước và phía sau xe, người lái xe phải thực hiện các cảnh báo gì?|Ban ngày phải có báo hiệu màu đỏ tại điểm đầu và điểm cuối cùng của hàng hóa; ban đêm hoặc khi trời tối phải có đèn hoặc báo hiệu cho người tham gia giao thông đường bộ để nhận biết.|Ban ngày và ban đêm phải bật đèn báo nguy hiểm trên xe ô tô để báo hiệu cho người tham gia giao thông đường bộ nhận biết.||||1|2|0|0|0|1|1|1|1||Phải có báo hiệu màu đỏ tại điểm đầu và điểm cuối cùng của hàng hóa.
176|Khi vận chuyển hàng rời, vật liệu xây dựng, phế thải, người lái xe phải thực hiện các quy định nào dưới đây?|Chiều cao tối đa của hàng hóa phải thấp hơn mép trên thành thùng xe tối thiểu 10 cm.|Chiều cao tối đa của hàng hóa được phép bằng mép trên thành thùng xe.|Chiều cao tối đa của hàng hóa được phép cao hơn mép trên thành thùng xe, nhưng không vượt quá 10 cm.|||1|2|0|0|0|1|1|1|1||Hàng hóa thấp hơn mép trên thùng 10 cm.
177|Khi vận chuyển thực phẩm tươi sống, người lái xe phải thực hiện các quy định nào dưới đây?|Phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ, an toàn thực phẩm, vệ sinh dịch tễ, phòng dịch và bảo đảm vệ sinh môi trường.|Phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ, phòng chống cháy nổ, cứu nạn, cứu hộ và bảo đảm vệ sinh môi trường.|Tất cả các ý trên.|||1|2|0|0|0|1|1|1|1||Hàng thực phẩm phải an toàn thực phẩm.
178|Khi vận chuyển hành khách, hàng hóa bằng xe mô tô, người lái xe phải thực hiện các quy định nào dưới đây?|Kiểm tra việc sắp xếp, chằng buộc hàng hóa trên xe; khi chở quá số người, chở hành lý, hàng hóa vượt quá khối lượng cho phép hoặc vượt quá khổ giới hạn của xe thì phải có biện pháp đảm bảo an toàn.|Kiểm tra việc sắp xếp hàng hóa bảo đảm an toàn; không chở quá số người, chở hành lý, hàng hóa vượt quá khối lượng cho phép hoặc vượt quá khổ giới hạn của xe; hàng hóa vận chuyển trên xe không cản trở tầm nhìn của người lái xe; không được che khuất đèn, biển số xe.|Tất cả các ý trên.|||2|2|0|0|0|1|1|1|1||Chở khách không chở quá số người.
179|Khi vận chuyển hàng siêu trường, siêu trọng, người lái xe phải thực hiện các quy định nào dưới đây?|Xe vận chuyển phải phù hợp với loại hàng, kích thước, khối lượng của hàng và phải có giấy phép lưu hành xe do cơ quan quản lý đường bộ có thẩm quyền cấp; xe phải chạy với tốc độ quy định trong giấy phép và phải có báo hiệu kích thước của hàng; trường hợp cần thiết, phải có người, phương tiện hỗ trợ theo quy định.|Xe vận chuyển phải là xe chuyên dùng và phải có giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường; xe phải chạy với tốc độ phù hợp quy định và tốc độ quy định trên biển báo hiệu đường bộ; trường hợp cần thiết, phải có người, phương tiện hỗ trợ theo quy định.||||1|2|0|0|0|1|1|1|1||Xe chở hàng siêu trường, siêu trọng phải có giấy phép lưu hành xe.
180|Khi vận chuyển hàng siêu trường, siêu trọng, người lái xe phải điều khiển xe chạy với tốc độ nào nêu dưới đây?|Chạy dưới tốc độ tối đa và trên tốc độ tối thiểu được quy định trên biển báo hiệu đường bộ.|Chạy với tốc độ quy định trong giấy phép lưu hành xe do cơ quan quản lý đường bộ có thẩm quyền cấp.|Chạy với tốc độ phù hợp với mật độ giao thông để đảm bảo an toàn.|||2|2|0|0|0|1|1|1|1||Xe chở hàng siêu trường, siêu trọng phải chạy với tốc độq quy định trong giấy phép.
181|Người lái xe taxi phải thực hiện các quy định nào dưới đây?|Phải đón, trả hành khách theo thỏa thuận giữa hành khách và người lái xe nhưng phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ khi đón, trả hành khách.|Phải hoạt động đúng tuyến, đúng lịch trình, thời gian được phép hoạt động và dừng xe, đỗ xe đúng nơi quy định.|Tất cả các ý nêu trên.|||1|2|0|0|0|1|1|1|1||Xe taxi đón trả khách theo thỏa thuận.
182|Người lái xe ô tô vận chuyển hành khách không được thực hiện các quy định nào dưới đây?|Chở hàng hóa nguy hiểm, hàng hóa cấm lưu hành, hàng lậu, động vật hoang dã, hàng có mùi hôi thối hoặc động vật, hàng hóa khác có ảnh hưởng đến sức khỏe của hành khách, môi trường.|Chở quá số người, chở hành lý, hàng hóa vượt quá khối lượng cho phép hoặc vi phạm quy định khác của pháp luật; chở hàng hóa trong khoang chở hành khách.|Tất cả các ý trên.|||4|2|0|0|0|1|1|1|1||Xe chở khách không chở hàng nguy hiểm và không chở quá số người quy định.
183|Hàng siêu trường, siêu trọng được hiểu như thế nào là đúng?|Là hàng có kích thước hoặc khối lượng vượt quá giới hạn về kích thước hoặc khối lượng quy định cho phép của xe dùng để chuyên chở.|Là hàng có thể chia nhỏ, tháo rời hoặc được xếp trong thùng kín, vận chuyển trên đường bộ để đảm bảo an toàn.|Là hàng không thể chia nhỏ, tháo rời, khi vận chuyển trên đường bộ làm cho phương tiện hoặc tổ hợp phương tiện bị vượt quá giới hạn cho phép tham gia giao thông đường bộ về kích thước, khối lượng theo quy định của pháp luật.|||4|2|0|0|0|1|1|1|1||Hàng siêu trường, siêu trọng là hàng không thể chia nhỏ.
184|Khi vận chuyển động vật sống, người lái xe phải thực hiện các quy định nào dưới đây?|Người lái xe phải mang đủ giấy tờ theo quy định của pháp luật; phương tiện vận chuyển phải có kết cấu phù hợp với loại động vật chuyên chở.|Trong quá trình vận chuyển phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ, vệ sinh dịch tễ, phòng dịch và bảo đảm vệ sinh môi trường.|Tất cả các ý trên.|||4|2|0|0|0|1|1|1|1||Chở động vật sống phải có đủ giấy tờ và vệ sinh dịch tễ.
185|Xe quá khổ giới hạn, xe quá tải trọng, xe bánh xích chỉ được lưu hành trên đường bộ trong các trường hợp nào nêu dưới đây?|Sau khi được cấp giấy phép lưu hành xe quá khổ giới hạn, xe quá tải trọng, xe bánh xích; đã thực hiện các biện pháp bảo vệ công trình đường bộ theo quy định.|Sau khi được cấp giấy chứng nhận kiểm định chất lượng an toàn kỹ thuật và bảo vệ môi trường cho xe chở hàng quá khổ giới hạn, xe quá tải trọng, xe bánh xích; đã có kế hoạch thực hiện các biện pháp bảo vệ công trình đường bộ theo quy định.|Tất cả các ý trên.|||1|2|0|0|0|1|1|1|1||Xe quá khổ, xe quá tải trọng phải được cấp giấy phép lưu hành.
186|Người lái xe ô tô đưa đón trẻ em mầm non, học sinh phải có kinh nghiệm lái xe vận tải hành khách tối thiểu bao nhiêu năm?|02 năm.|03 năm.|04 năm.|||1|2|0|0|0|1|1|1|1||Kinh nghiệm lái xe tối thiểu chở trẻ em mầm non là 02 năm.
187|Khi vận chuyển hàng hóa nguy hiểm, người lái xe phải thực hiện các quy định nào dưới đây?|Việc vận chuyển hàng hóa nguy hiểm phải có giấy phép vận chuyển; trong trường hợp cần thiết, đơn vị vận chuyển hàng hóa nguy hiểm phải bố trí người áp tải để bảo đảm trật tự, an toàn giao thông đường bộ.|Xe ô tô vận chuyển hàng hóa nguy hiểm phải dán biểu trưng nhận diện hàng hóa nguy hiểm; lắp đèn, tín hiệu cảnh báo; người lái xe hoặc người áp tải vận chuyển hàng hóa nguy hiểm phải được tập huấn về vận chuyển hàng hóa nguy hiểm.|Tất cả các ý trên.|||4|2|0|0|0|1|1|1|1||Xe chở hàng nguy hiểm phải có giấy phép và biểu trưng nguy hiểm.
188|Xe bốn bánh có gắn động cơ vận chuyển hành khách phải đáp ứng các yêu cầu nào được nêu dưới đây?|Niêm yết tên và số điện thoại của tổ chức, cá nhân kinh doanh vận tải; niêm yết giá cước vận tải; hoạt động trên tất cả các tuyến đường giao thông công cộng có đủ điều kiện.|Niêm yết tên và số điện thoại của tổ chức, cá nhân kinh doanh vận tải; niêm yết giá cước vận tải; hoạt động đúng thời gian và phạm vi hoạt động theo quy định của Uỷ ban nhân dân cấp tỉnh.|Tất cả các ý trên.|||2|2|0|0|0|1|1|1|1||Xe bốn bánh gắn động cơ hoạt động theo quy định UBND cấp tỉnh.
189|Xe bốn bánh có gắn động cơ vận chuyển hàng hóa phải đáp ứng các yêu cầu nào được nêu dưới đây?|Niêm yết tên và số điện thoại của tổ chức, cá nhân kinh doanh vận tải; hoạt động đúng thời gian và phạm vi hoạt động theo quy định của Uỷ ban nhân dân cấp tỉnh.|Niêm yết tên và số điện thoại của tổ chức, cá nhân kinh doanh vận tải; niêm yết giá cước vận tải; hoạt động trên tất cả các tuyến đường giao thông công cộng có đủ điều kiện.||||1|2|0|0|0|1|1|1|1||Xe bốn bánh gắn động cơ hoạt động theo quy định UBND cấp tỉnh.
190|Xe cứu hộ giao thông đường bộ phải đảm bảo các điều kiện nào được nêu dưới đây?|Có dấu hiệu nhận diện, niêm yết thông tin trên xe; có gắn thiết bị giám sát hành trình và thiết bị ghi nhận hình ảnh người lái xe theo quy định.|Có thiết bị ghi nhận hình ảnh xe được cứu hộ và có đèn, thiết bị cảnh báo loại xe được ưu tiên trong quá trình cứu hộ.||||1|2|0|0|0|1|1|1|1||Xe cứu hộ giao thông phải có dấu hiệu nhận diện.
191|Xe cứu hộ giao thông đường bộ gồm những loại xe nào được nêu dưới đây?|Xe ô tô tải hoặc ô con có trang bị các dụng cụ, thiết bị phục vụ cho việc sửa chữa, khắc phục các hư hỏng của phương tiện giao thông đường bộ bị hư hỏng, bị sự cố.|Xe ô tô chở người có trang bị các dụng cụ, thiết bị phục vụ cho việc sửa chữa, khắc phục các hư hỏng của phương tiện giao thông đường bộ bị hư hỏng, bị sự cố.|Xe ô tô chuyên dùng có trang bị dụng cụ, thiết bị dùng để cứu hộ, hỗ trợ di chuyển hoặc chuyên chở các phương tiện giao thông đường bộ bị hư hỏng, bị sự cố.|||4|2|0|0|0|1|1|1|1||Xe cứu hộ giao thông là xe ô tô chuyên dùng.
192|Xe cơ giới quá khổ giới hạn bao gồm các loại xe nào được nêu dưới đây?|Xe có khối lượng toàn bộ vượt quá khối lượng cho phép của xe hoặc vượt quá tải trọng của đường bộ; xe có khối lượng toàn bộ phân bổ lên trục xe, cụm trục xe vượt quá tải trọng của trục xe, cụm trục xe hoặc vượt quá tải trọng của đường bộ.|Xe có kích thước bao ngoài vượt quá kích thước giới hạn cho phép của xe theo quy chuẩn kỹ thuật quốc gia về xe cơ giới; xe có kích thước bao ngoài quá khổ giới hạn của đường bộ; xe khi chở hàng hóa có kích thước bao ngoài của xe và hàng hóa vượt quá kích thước giới hạn cho phép xếp hàng hóa của xe hoặc quá khổ giới hạn của đường bộ.||||2|2|0|0|0|1|1|1|1||Xe quá khổ vượt giới hạn theo quy chuẩn kỹ thuật quốc gia.
143|Tại các điểm giao cắt giữa đường bộ và đường sắt, quyền ưu tiên thuộc về loại phương tiện nào dưới đây?|Xe chữa cháy của Cảnh sát phòng cháy, chữa cháy và cứu nạn, cứu hộ và xe chữa cháy của các lực lượng khác được huy động đi làm nhiệm vụ chữa cháy.|Xe cứu thương đi làm nhiệm vụ cấp cứu.|Phương tiện giao thông đường sắt.|Xe máy chuyên dùng.||4|1|0|120|143|1|1|1|1|1|Phương tiện giao thông đường sắt ưu tiên cao nhất.
148|Người và phương tiện tham gia giao thông đường bộ phải giảm tốc độ, đi sát lề đường bên phải hoặc dừng lại để nhường đường trong trường hợp nào dưới đây?|Khi gặp xe cấp cứu.|Khi gặp xe chữa cháy.|Khi gặp đoàn xe tang.|Khi gặp xe ưu tiên có tín hiệu ưu tiên.||8|1|0|125|148|1|1|1|1||Nhường đường khi gặp xe ưu tiên có tín hiệu ưu tiên.
150|Khi xe ô tô, mô tô đến gần vị trí giao nhau giữa đường bộ và đường sắt không có rào chắn, khi đèn tín hiệu màu đỏ đã bật sáng hoặc khi có tiếng chuông báo hiệu, người lái xe xử lý như thế nào?|Dừng lại về bên phải đường của mình tại vị trí cảm thấy an toàn.|Nhanh chóng cho xe vượt qua đường sắt trước khi tàu hỏa tới.|Giảm tốc độ cho xe vượt qua đường sắt trước khi tàu hỏa tới.|Dừng lại về bên phải đường của mình, trước vạch dừng xe.||8|1|77|127|150|1|1|1|1|1|Có tín hiệu đường sắt thì dừng trước vạch dừng xe.
157|Theo Luật Trật tự, an toàn giao thông đường bộ, tín hiệu đèn giao thông gồm những màu sắc nào?|Đỏ - Vàng - Xanh.|Cam - Vàng - Xanh.|Vàng - Xanh dương - Xanh lá.|Đỏ - Cam - Xanh.||1|1|79|132|157|1|1|1|1||Màu đèn tín hiệu: Đỏ vàng xanh.
163|Khi dừng, đỗ xe trên đường phố hẹp, người lái xe ô tô phải dừng, đỗ xe ở vị trí cách xe ô tô đang đỗ bên kia đường khoảng cách tối thiểu là bao nhiêu mét trong các trường hợp dưới đây để đảm bảo an toàn giao thông?|5 mét.|10 mét.|15 mét.|20 mét.||8|1|0|136|163|1|1|1|1||Cách xe ô tô đang đỗ ngược chiều dưới 20 mét trên đường phố hẹp, dưới 40 mét trên đường có một làn xe cơ giới trên một chiều đường;
